,Year,NOC,Participants,Event_count,Bronze,Silver,Gold,Total Medals,host,Total_Strength,Excellent_Athletes_Count,Consecutive_Medals_Count,Consecutive_Gold_Count,Total_Event
0,2000,AHO,7,8,0.0,0.0,0.0,0.0,1,0.8,0,0,0,300
1,2000,ALB,4,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
2,2000,ALG,47,42,3.0,1.0,1.0,5.0,1,15.0,5,0,0,300
3,2000,AND,5,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
4,2000,ANG,30,7,0.0,0.0,0.0,0.0,1,3.0,0,0,0,300
5,2000,ANT,3,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
6,2000,ARG,142,98,2.0,2.0,0.0,4.0,1,69.9,20,1,0,300
7,2000,ARM,25,26,1.0,0.0,0.0,1.0,1,3.5,1,0,0,300
8,2000,ARU,5,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
9,2000,ASA,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
10,2000,AUS,617,270,17.0,25.0,16.0,58.0,1,583.7,183,0,0,300
11,2000,AUT,92,68,0.0,1.0,2.0,3.0,1,27.6,4,0,0,300
12,2000,AZE,31,32,1.0,0.0,2.0,3.0,1,13.1,3,0,0,300
13,2000,BAH,25,18,1.0,0.0,2.0,3.0,1,35.4,11,0,0,300
14,2000,BAN,5,6,0.0,0.0,0.0,0.0,1,0.6000000000000001,0,0,0,300
15,2000,BAR,18,21,1.0,0.0,0.0,1.0,1,3.7,1,0,0,300
16,2000,BDI,6,5,0.0,0.0,0.0,0.0,1,0.6000000000000001,0,0,0,300
17,2000,BEL,68,64,3.0,2.0,0.0,5.0,1,21.1,7,0,0,300
18,2000,BEN,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
19,2000,BER,6,6,0.0,0.0,0.0,0.0,1,0.7000000000000001,0,0,0,300
20,2000,BHU,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
21,2000,BIH,9,10,0.0,0.0,0.0,0.0,1,1.1,0,0,0,300
22,2000,BIZ,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
23,2000,BLR,139,109,11.0,3.0,3.0,17.0,1,68.10000000000001,22,0,0,300
24,2000,BOL,5,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
25,2000,BOT,7,5,0.0,0.0,0.0,0.0,1,0.9,0,0,0,300
26,2000,BRA,196,96,6.0,6.0,0.0,12.0,1,88.4,48,0,0,300
27,2000,BRN,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
28,2000,BRU,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
29,2000,BUL,91,85,2.0,6.0,5.0,13.0,1,55.5,13,0,0,300
30,2000,BUR,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
31,2000,CAF,3,3,0.0,0.0,0.0,0.0,1,0.30000000000000004,0,0,0,300
32,2000,CAM,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
33,2000,CAN,294,175,8.0,3.0,3.0,14.0,1,91.7,31,0,0,300
34,2000,CAY,3,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
35,2000,CGO,5,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
36,2000,CHA,2,3,0.0,0.0,0.0,0.0,1,0.30000000000000004,0,0,0,300
37,2000,CHI,50,28,1.0,0.0,0.0,1.0,1,21.1,17,0,0,300
38,2000,CHN,266,163,14.0,16.0,28.0,58.0,1,294.3,79,0,0,300
39,2000,CIV,14,12,0.0,0.0,0.0,0.0,1,1.8,0,0,0,300
40,2000,CMR,34,14,0.0,0.0,1.0,1.0,1,84.89999999999999,18,0,0,300
41,2000,COD,2,3,0.0,0.0,0.0,0.0,1,0.30000000000000004,0,0,0,300
42,2000,COK,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
43,2000,COL,44,45,0.0,0.0,1.0,1.0,1,9.9,1,0,0,300
44,2000,COM,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
45,2000,CPV,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
46,2000,CRC,7,9,2.0,0.0,0.0,2.0,1,2.7,2,0,0,300
47,2000,CRO,88,53,1.0,0.0,1.0,2.0,1,23.4,10,0,0,300
48,2000,CUB,229,135,7.0,11.0,11.0,29.0,1,213.4,65,0,0,300
49,2000,CYP,22,20,0.0,0.0,0.0,0.0,1,2.4000000000000004,0,0,0,300
50,2000,CZE,119,96,3.0,3.0,2.0,8.0,1,36.9,9,0,0,300
51,2000,DEN,97,55,1.0,3.0,2.0,6.0,1,105.1,25,0,0,300
52,2000,DJI,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
53,2000,DMA,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
54,2000,DOM,12,13,0.0,0.0,0.0,0.0,1,1.3,0,0,0,300
55,2000,ECU,10,11,0.0,0.0,0.0,0.0,1,1.1,0,0,0,300
56,2000,EGY,88,64,0.0,0.0,0.0,0.0,1,10.4,1,0,0,300
57,2000,ERI,3,3,0.0,0.0,0.0,0.0,1,0.30000000000000004,0,0,0,300
58,2000,ESA,8,10,0.0,0.0,0.0,0.0,1,1.0,0,0,0,300
59,2000,ESP,316,165,5.0,3.0,3.0,11.0,1,125.9,42,0,0,300
60,2000,EST,33,29,2.0,0.0,1.0,3.0,1,10.4,3,0,0,300
61,2000,ETH,26,11,3.0,1.0,4.0,8.0,1,26.099999999999998,8,0,0,300
62,2000,FIJ,7,9,0.0,0.0,0.0,0.0,1,0.9,0,0,0,300
63,2000,FIN,70,64,1.0,1.0,2.0,4.0,1,25.9,5,0,0,300
64,2000,FRA,336,196,11.0,14.0,13.0,38.0,1,239.6,66,0,0,300
65,2000,FSM,5,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
66,2000,GAB,5,6,0.0,0.0,0.0,0.0,1,0.6000000000000001,0,0,0,300
67,2000,GAM,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
68,2000,GBR,309,179,7.0,10.0,11.0,28.0,1,205.3,54,0,0,300
69,2000,GBS,3,3,0.0,0.0,0.0,0.0,1,0.30000000000000004,0,0,0,300
70,2000,GEO,36,41,6.0,0.0,0.0,6.0,1,10.1,6,0,0,300
71,2000,GEQ,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
72,2000,GER,422,234,26.0,17.0,13.0,56.0,1,315.9,118,0,0,300
73,2000,GHA,22,13,0.0,0.0,0.0,0.0,1,2.8000000000000003,0,0,0,300
74,2000,GRE,140,114,3.0,6.0,4.0,13.0,1,58.9,18,0,0,300
75,2000,GRN,3,3,0.0,0.0,0.0,0.0,1,0.30000000000000004,0,0,0,300
76,2000,GUA,15,14,0.0,0.0,0.0,0.0,1,1.8,0,0,0,300
77,2000,GUI,6,6,0.0,0.0,0.0,0.0,1,0.6000000000000001,0,0,0,300
78,2000,GUM,7,7,0.0,0.0,0.0,0.0,1,0.7000000000000001,0,0,0,300
79,2000,GUY,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
80,2000,HAI,5,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
81,2000,HKG,31,34,0.0,0.0,0.0,0.0,1,4.6000000000000005,0,0,0,300
82,2000,HON,20,4,0.0,0.0,0.0,0.0,1,2.0,0,0,0,300
83,2000,HUN,178,137,3.0,6.0,8.0,17.0,1,204.7,53,0,0,300
84,2000,INA,47,32,2.0,3.0,1.0,6.0,1,27.0,8,0,0,300
85,2000,IND,65,38,1.0,0.0,0.0,1.0,1,7.9,1,0,0,300
86,2000,IOA,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
87,2000,IRI,33,33,1.0,0.0,3.0,4.0,1,17.8,4,0,0,300
88,2000,IRL,64,52,0.0,1.0,0.0,1.0,1,10.3,1,0,0,300
89,2000,IRQ,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
90,2000,ISL,18,28,1.0,0.0,0.0,1.0,1,3.8000000000000003,1,0,0,300
91,2000,ISR,39,43,1.0,0.0,0.0,1.0,1,6.7,1,0,0,300
92,2000,ISV,9,12,0.0,0.0,0.0,0.0,1,1.2000000000000002,0,0,0,300
93,2000,ITA,361,175,13.0,8.0,13.0,34.0,1,208.7,66,0,0,300
94,2000,IVB,1,1,0.0,0.0,0.0,0.0,1,0.1,0,0,0,300
95,2000,JAM,48,28,3.0,6.0,0.0,9.0,1,63.2,23,0,0,300
96,2000,JOR,8,8,0.0,0.0,0.0,0.0,1,0.8,0,0,0,300
97,2000,JPN,266,156,5.0,8.0,5.0,18.0,1,149.70000000000002,44,0,0,300
98,2000,KAZ,130,104,0.0,4.0,3.0,7.0,1,40.1,7,0,0,300
99,2000,KEN,56,24,2.0,3.0,2.0,7.0,1,24.8,7,0,0,300
100,2000,KGZ,48,59,1.0,0.0,0.0,1.0,1,8.0,1,0,0,300
101,2000,KOR,279,144,10.0,10.0,8.0,28.0,1,191.6,73,0,0,300
102,2000,KSA,18,14,1.0,1.0,0.0,2.0,1,5.9,2,0,0,300
103,2000,KUW,29,10,1.0,0.0,0.0,1.0,1,3.9000000000000004,1,0,0,300
104,2000,LAO,3,3,0.0,0.0,0.0,0.0,1,0.30000000000000004,0,0,0,300
105,2000,LAT,45,47,1.0,1.0,1.0,3.0,1,14.1,3,0,0,300
106,2000,LBA,3,3,0.0,0.0,0.0,0.0,1,0.30000000000000004,0,0,0,300
107,2000,LBR,8,7,0.0,0.0,0.0,0.0,1,1.0,0,0,0,300
108,2000,LCA,5,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
109,2000,LES,6,6,0.0,0.0,0.0,0.0,1,0.6000000000000001,0,0,0,300
110,2000,LIB,6,6,0.0,0.0,0.0,0.0,1,0.6000000000000001,0,0,0,300
111,2000,LIE,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
112,2000,LTU,61,50,3.0,0.0,2.0,5.0,1,30.2,17,0,0,300
113,2000,LUX,7,8,0.0,0.0,0.0,0.0,1,0.9,0,0,0,300
114,2000,MAD,11,10,0.0,0.0,0.0,0.0,1,1.3,0,0,0,300
115,2000,MAR,55,28,4.0,1.0,0.0,5.0,1,11.8,5,0,0,300
116,2000,MAS,40,32,0.0,0.0,0.0,0.0,1,5.5,0,0,0,300
117,2000,MAW,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
118,2000,MDA,34,34,1.0,1.0,0.0,2.0,1,7.1000000000000005,2,0,0,300
119,2000,MDV,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
120,2000,MEX,78,67,3.0,2.0,1.0,6.0,1,22.400000000000002,6,0,0,300
121,2000,MGL,20,21,0.0,0.0,0.0,0.0,1,2.3000000000000003,0,0,0,300
122,2000,MKD,10,15,1.0,0.0,0.0,1.0,1,2.4,1,0,0,300
123,2000,MLI,5,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
124,2000,MLT,7,7,0.0,0.0,0.0,0.0,1,0.7000000000000001,0,0,0,300
125,2000,MON,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
126,2000,MOZ,4,4,0.0,0.0,1.0,1.0,1,4.8999999999999995,1,0,0,300
127,2000,MRI,20,20,0.0,0.0,0.0,0.0,1,2.6,0,0,0,300
128,2000,MTN,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
129,2000,MYA,6,7,0.0,0.0,0.0,0.0,1,0.7000000000000001,0,0,0,300
130,2000,NAM,11,16,0.0,0.0,0.0,0.0,1,1.6,0,0,0,300
131,2000,NCA,6,6,0.0,0.0,0.0,0.0,1,0.6000000000000001,0,0,0,300
132,2000,NED,231,95,4.0,9.0,12.0,25.0,1,249.0,79,0,0,300
133,2000,NEP,5,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
134,2000,NGR,83,37,0.0,2.0,1.0,3.0,1,42.4,8,0,0,300
135,2000,NIG,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
136,2000,NOR,93,54,3.0,3.0,4.0,10.0,1,129.4,43,0,0,300
137,2000,NRU,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
138,2000,NZL,147,95,3.0,0.0,1.0,4.0,1,24.900000000000002,4,0,0,300
139,2000,OMA,6,5,0.0,0.0,0.0,0.0,1,0.8,0,0,0,300
140,2000,PAK,26,11,0.0,0.0,0.0,0.0,1,3.0,2,0,0,300
141,2000,PAN,6,7,0.0,0.0,0.0,0.0,1,0.7000000000000001,0,0,0,300
142,2000,PAR,5,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
143,2000,PER,21,12,0.0,0.0,0.0,0.0,1,2.2,0,0,0,300
144,2000,PHI,20,22,0.0,0.0,0.0,0.0,1,2.2,0,0,0,300
145,2000,PLE,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
146,2000,PLW,5,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
147,2000,PNG,5,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
148,2000,POL,187,133,3.0,5.0,6.0,14.0,1,88.8,24,0,0,300
149,2000,POR,61,50,2.0,0.0,0.0,2.0,1,8.200000000000001,2,0,0,300
150,2000,PRK,31,34,3.0,1.0,0.0,4.0,1,10.1,4,0,0,300
151,2000,PUR,29,31,0.0,0.0,0.0,0.0,1,3.8000000000000003,0,0,0,300
152,2000,QAT,17,14,1.0,0.0,0.0,1.0,1,2.8000000000000003,1,0,0,300
153,2000,ROU,145,116,9.0,6.0,11.0,26.0,1,174.6,46,0,0,300
154,2000,RSA,127,68,3.0,2.0,0.0,5.0,1,24.200000000000003,5,0,0,300
155,2000,RUS,434,238,29.0,28.0,32.0,89.0,1,586.7,187,0,0,300
156,2000,RWA,5,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
157,2000,SAM,5,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
158,2000,SCG,109,50,1.0,1.0,1.0,3.0,1,76.39999999999999,25,0,0,300
159,2000,SEN,26,15,0.0,0.0,0.0,0.0,1,3.2,0,0,0,300
160,2000,SEY,9,9,0.0,0.0,0.0,0.0,1,0.9,0,0,0,300
161,2000,SGP,14,20,0.0,0.0,0.0,0.0,1,2.3000000000000003,0,0,0,300
162,2000,SKN,2,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
163,2000,SLE,3,3,0.0,0.0,0.0,0.0,1,0.30000000000000004,0,0,0,300
164,2000,SLO,74,53,0.0,0.0,2.0,2.0,1,22.5,3,0,0,300
165,2000,SMR,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
166,2000,SOL,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
167,2000,SOM,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
168,2000,SRI,18,16,0.0,1.0,0.0,1.0,1,5.1000000000000005,1,0,0,300
169,2000,STP,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
170,2000,SUD,3,3,0.0,0.0,0.0,0.0,1,0.30000000000000004,0,0,0,300
171,2000,SUI,102,82,2.0,6.0,1.0,9.0,1,49.800000000000004,14,0,0,300
172,2000,SUR,4,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
173,2000,SVK,108,63,1.0,3.0,1.0,5.0,1,31.2,6,0,0,300
174,2000,SWE,150,92,3.0,5.0,4.0,12.0,1,99.0,32,0,0,300
175,2000,SWZ,6,6,0.0,0.0,0.0,0.0,1,0.6000000000000001,0,0,0,300
176,2000,SYR,8,7,0.0,0.0,0.0,0.0,1,0.8,0,0,0,300
177,2000,TAN,4,2,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
178,2000,TGA,3,3,0.0,0.0,0.0,0.0,1,0.30000000000000004,0,0,0,300
179,2000,THA,52,51,2.0,0.0,1.0,3.0,1,13.1,3,0,0,300
180,2000,TJK,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
181,2000,TKM,8,8,0.0,0.0,0.0,0.0,1,0.8,0,0,0,300
182,2000,TOG,3,3,0.0,0.0,0.0,0.0,1,0.30000000000000004,0,0,0,300
183,2000,TPE,55,59,4.0,1.0,0.0,5.0,1,13.8,5,0,0,300
184,2000,TTO,19,18,1.0,1.0,0.0,2.0,1,6.5,2,0,0,300
185,2000,TUN,47,34,0.0,0.0,0.0,0.0,1,4.7,0,0,0,300
186,2000,TUR,57,58,2.0,0.0,3.0,5.0,1,22.0,5,0,0,300
187,2000,UAE,4,5,0.0,0.0,0.0,0.0,1,0.5,0,0,0,300
188,2000,UGA,13,13,0.0,0.0,0.0,0.0,1,1.3,0,0,0,300
189,2000,UKR,230,185,10.0,10.0,3.0,23.0,1,115.10000000000001,35,0,0,300
190,2000,URU,15,16,0.0,1.0,0.0,1.0,1,4.4,1,0,0,300
191,2000,USA,586,265,31.0,24.0,36.0,91.0,1,872.0,242,0,0,300
192,2000,UZB,70,69,2.0,1.0,1.0,4.0,1,17.5,4,0,0,300
193,2000,VAN,3,3,0.0,0.0,0.0,0.0,1,0.30000000000000004,0,0,0,300
194,2000,VEN,50,49,0.0,0.0,0.0,0.0,1,6.5,0,0,0,300
195,2000,VIE,7,7,0.0,1.0,0.0,1.0,1,3.4000000000000004,1,0,0,300
196,2000,VIN,4,4,0.0,0.0,0.0,0.0,1,0.4,0,0,0,300
197,2000,YEM,2,2,0.0,0.0,0.0,0.0,1,0.2,0,0,0,300
198,2000,ZAM,8,8,0.0,0.0,0.0,0.0,1,0.8,0,0,0,300
199,2000,ZIM,16,19,0.0,0.0,0.0,0.0,1,2.6,0,0,0,300
200,2004,AFG,5,5,0.0,0.0,0.0,0.0,0,0.5,0,0,0,301
201,2004,AHO,3,3,0.0,0.0,0.0,0.0,0,0.4,1,0,0,301
202,2004,ALB,7,7,0.0,0.0,0.0,0.0,0,0.7000000000000001,0,0,0,301
203,2004,ALG,61,57,0.0,0.0,0.0,0.0,0,11.15,18,0,0,301
204,2004,AND,6,6,0.0,0.0,0.0,0.0,0,0.8,2,0,0,301
205,2004,ANG,30,5,0.0,0.0,0.0,0.0,0,4.3,13,0,0,301
206,2004,ANT,5,5,0.0,0.0,0.0,0.0,0,0.6000000000000001,1,0,0,301
207,2004,ARG,151,86,4.0,0.0,2.0,6.0,0,197.62,103,11,0,301
208,2004,ARM,18,19,0.0,0.0,0.0,0.0,0,2.4000000000000004,5,0,0,301
209,2004,ARU,4,4,0.0,0.0,0.0,0.0,0,0.5,1,0,0,301
210,2004,ASA,3,3,0.0,0.0,0.0,0.0,0,0.5,2,0,0,301
211,2004,AUS,470,219,17.0,16.0,17.0,50.0,0,593.35,304,37,2,301
212,2004,AUT,74,56,1.0,4.0,2.0,7.0,0,35.45,36,2,2,301
213,2004,AZE,36,36,4.0,0.0,1.0,5.0,0,14.5,11,1,0,301
214,2004,BAH,22,18,1.0,0.0,1.0,2.0,0,12.15,17,0,0,301
215,2004,BAN,4,4,0.0,0.0,0.0,0.0,0,0.4,0,0,0,301
216,2004,BAR,10,15,0.0,0.0,0.0,0.0,0,2.45,5,0,0,301
217,2004,BDI,7,5,0.0,0.0,0.0,0.0,0,0.9,2,0,0,301
218,2004,BEL,50,41,2.0,0.0,1.0,3.0,0,16.55,21,0,0,301
219,2004,BEN,4,4,0.0,0.0,0.0,0.0,0,0.4,0,0,0,301
220,2004,BER,10,7,0.0,0.0,0.0,0.0,0,1.0,0,0,0,301
221,2004,BHU,2,2,0.0,0.0,0.0,0.0,0,0.30000000000000004,1,0,0,301
222,2004,BIH,9,11,0.0,0.0,0.0,0.0,0,1.5,4,0,0,301
223,2004,BIZ,2,2,0.0,0.0,0.0,0.0,0,0.2,0,0,0,301
224,2004,BLR,151,121,6.0,5.0,2.0,13.0,0,62.7,61,2,0,301
225,2004,BOL,7,11,0.0,0.0,0.0,0.0,0,1.3,2,0,0,301
226,2004,BOT,11,8,0.0,0.0,0.0,0.0,0,1.5,3,0,0,301
227,2004,BRA,241,133,3.0,2.0,5.0,10.0,0,158.35,116,4,0,301
228,2004,BRN,10,10,0.0,0.0,0.0,0.0,0,1.0,0,0,0,301
229,2004,BRU,1,1,0.0,0.0,0.0,0.0,0,0.1,0,0,0,301
230,2004,BUL,95,94,9.0,1.0,2.0,12.0,0,44.9,49,4,1,301
231,2004,BUR,5,5,0.0,0.0,0.0,0.0,0,0.6000000000000001,1,0,0,301
232,2004,CAF,4,4,0.0,0.0,0.0,0.0,0,0.5,1,0,0,301
233,2004,CAM,4,4,0.0,0.0,0.0,0.0,0,0.5,1,0,0,301
234,2004,CAN,262,151,3.0,6.0,3.0,12.0,0,102.45,111,3,0,301
235,2004,CAY,5,8,0.0,0.0,0.0,0.0,0,1.0,2,0,0,301
236,2004,CGO,5,5,0.0,0.0,0.0,0.0,0,0.5,0,0,0,301
237,2004,CHA,1,1,0.0,0.0,0.0,0.0,0,0.2,1,0,0,301
238,2004,CHI,22,25,1.0,0.0,2.0,3.0,0,13.5,9,0,0,301
239,2004,CHN,372,204,14.0,17.0,32.0,63.0,0,402.05,182,16,4,301
240,2004,CIV,5,5,0.0,0.0,0.0,0.0,0,0.5,0,0,0,301
241,2004,CMR,17,15,0.0,0.0,1.0,1.0,0,4.45,3,0,0,301
242,2004,COD,4,4,0.0,0.0,0.0,0.0,0,0.6000000000000001,0,0,0,301
243,2004,COK,3,3,0.0,0.0,0.0,0.0,0,0.30000000000000004,0,0,0,301
244,2004,COL,53,59,2.0,0.0,0.0,2.0,0,10.25,19,0,0,301
245,2004,COM,3,3,0.0,0.0,0.0,0.0,0,0.4,1,0,0,301
246,2004,CPV,3,3,0.0,0.0,0.0,0.0,0,0.4,1,0,0,301
247,2004,CRC,20,8,0.0,0.0,0.0,0.0,0,3.3000000000000003,3,0,0,301
248,2004,CRO,81,57,2.0,2.0,1.0,5.0,0,91.05,52,0,0,301
249,2004,CUB,151,108,11.0,7.0,9.0,27.0,0,220.4,102,11,2,301
250,2004,CYP,20,20,0.0,0.0,0.0,0.0,0,2.6,5,0,0,301
251,2004,CZE,142,104,5.0,3.0,1.0,9.0,0,52.300000000000004,64,1,0,301
252,2004,DEN,92,59,5.0,1.0,2.0,8.0,0,117.25,60,9,6,301
253,2004,DMA,2,2,0.0,0.0,0.0,0.0,0,0.2,0,0,0,301
254,2004,DOM,33,22,0.0,0.0,1.0,1.0,0,5.95,4,0,0,301
255,2004,ECU,16,15,0.0,0.0,0.0,0.0,0,2.3000000000000003,5,0,0,301
256,2004,EGY,96,48,3.0,1.0,1.0,5.0,0,22.400000000000002,25,0,0,301
257,2004,ERI,4,3,1.0,0.0,0.0,1.0,0,1.6,3,0,0,301
258,2004,ESA,7,9,0.0,0.0,0.0,0.0,0,0.9,0,0,0,301
259,2004,ESP,313,155,6.0,11.0,3.0,20.0,0,125.75,154,2,1,301
260,2004,EST,42,34,2.0,1.0,0.0,3.0,0,12.200000000000001,14,1,0,301
261,2004,ETH,26,12,2.0,3.0,2.0,7.0,0,26.95,10,1,0,301
262,2004,FIJ,8,9,0.0,0.0,0.0,0.0,0,1.1,2,0,0,301
263,2004,FIN,53,53,0.0,2.0,0.0,2.0,0,18.400000000000002,28,1,0,301
264,2004,FRA,308,193,13.0,9.0,11.0,33.0,0,209.65,169,10,1,301
265,2004,FSM,5,5,0.0,0.0,0.0,0.0,0,0.5,0,0,0,301
266,2004,GAB,5,5,0.0,0.0,0.0,0.0,0,0.6000000000000001,1,0,0,301
267,2004,GAM,2,3,0.0,0.0,0.0,0.0,0,0.4,1,0,0,301
268,2004,GBR,264,162,12.0,9.0,9.0,30.0,0,210.05,138,11,2,301
269,2004,GBS,3,3,0.0,0.0,0.0,0.0,0,0.4,1,0,0,301
270,2004,GEO,32,38,0.0,2.0,2.0,4.0,0,19.3,21,1,0,301
271,2004,GEQ,2,2,0.0,0.0,0.0,0.0,0,0.2,0,0,0,301
272,2004,GER,441,228,20.0,16.0,13.0,49.0,0,433.35,281,31,6,301
273,2004,GHA,26,9,0.0,0.0,0.0,0.0,0,3.5,6,0,0,301
274,2004,GRE,426,215,4.0,6.0,6.0,16.0,0,152.4,102,4,0,301
275,2004,GRN,5,5,0.0,0.0,0.0,0.0,0,0.6000000000000001,1,0,0,301
276,2004,GUA,18,17,0.0,0.0,0.0,0.0,0,2.2,3,0,0,301
277,2004,GUI,3,4,0.0,0.0,0.0,0.0,0,0.4,0,0,0,301
278,2004,GUM,4,4,0.0,0.0,0.0,0.0,0,0.5,1,0,0,301
279,2004,GUY,4,4,0.0,0.0,0.0,0.0,0,0.5,1,0,0,301
280,2004,HAI,8,8,0.0,0.0,0.0,0.0,0,1.1,3,0,0,301
281,2004,HKG,32,29,0.0,1.0,0.0,1.0,0,11.000000000000002,16,0,0,301
282,2004,HON,5,5,0.0,0.0,0.0,0.0,0,0.5,0,0,0,301
283,2004,HUN,208,138,3.0,6.0,8.0,17.0,0,194.9,103,19,14,301
284,2004,INA,38,27,2.0,1.0,1.0,4.0,0,11.350000000000001,9,0,0,301
285,2004,IND,73,43,0.0,1.0,0.0,1.0,0,12.4,17,0,0,301
286,2004,IRI,37,35,2.0,2.0,2.0,6.0,0,20.05,9,2,1,301
287,2004,IRL,46,31,0.0,0.0,0.0,0.0,0,8.35,15,0,0,301
288,2004,IRQ,23,8,0.0,0.0,0.0,0.0,0,2.5,1,0,0,301
289,2004,ISL,26,20,0.0,0.0,0.0,0.0,0,4.6000000000000005,12,0,0,301
